Microsoft (R) COFF/PE Dumper Version 14.00.23026.0
Copyright (C) Microsoft Corporation.  All rights reserved.
       1436  593 000EA4E0 RtlWakeAddressAllNoFence = RtlWakeAddressAllNoFence
       1437  594 00003B30 RtlWakeAddressSingle = RtlWakeAddressSingle
       1438  595 000EA4F0 RtlWakeAddressSingleNoFence = RtlWakeAddressSingleNoFence
       1439  596 0005BDA0 RtlWakeAllConditionVariable = RtlWakeAllConditionVariable
       1440  597 00068170 RtlWakeConditionVariable = RtlWakeConditionVariable
       1441  598 00032AB0 RtlWalkFrameChain = RtlWalkFrameChain
       1442  599 0004E560 RtlWalkHeap = RtlWalkHeap
       1443  59A 000E1AD0 RtlWeaklyEnumerateEntryHashTable = RtlWeaklyEnumerateEntryHashTable
       1444  59B 00002AA0 RtlWerpReportException = RtlWerpReportException
       1445  59C 000D1330 RtlWnfCompareChangeStamp = RtlWnfCompareChangeStamp
       1446  59D 00085900 RtlWnfDllUnloadCallback = RtlWnfDllUnloadCallback
       1447  59E 000856B0 RtlWow64CallFunction64 = RtlWow64CallFunction64
       1448  59F 000856B0 RtlWow64EnableFsRedirection = RtlWow64CallFunction64
       1449  5A0 000856B0 RtlWow64EnableFsRedirectionEx = RtlWow64CallFunction64
       1450  5A1 00070640 RtlWow64GetCpuAreaInfo = RtlWow64GetCpuAreaInfo
       1451  5A2 000705C0 RtlWow64GetCurrentCpuArea = RtlWow64GetCurrentCpuArea
       1452  5A3 00070200 RtlWow64GetCurrentMachine = RtlWow64GetCurrentMachine
       1453  5A4 000CFEF0 RtlWow64GetThreadContext = RtlWow64GetThreadContext
       1454  5A5 000CFF20 RtlWow64GetThreadSelectorEntry = RtlWow64GetThreadSelectorEntry
       1455  5A6 000CC160 RtlWow64LogMessageInEventLogger = RtlWow64LogMessageInEventLogger
       1456  5A7 000D00C0 RtlWow64SetThreadContext = RtlWow64SetThreadContext
       1457  5A8 000D00E0 RtlWow64SuspendThread = RtlWow64SuspendThread
       1458  5A9 000D00F0 RtlWow64SuspendThreadEx = RtlWow64SuspendThreadEx
       1459  5AA 000CB890 RtlWriteMemoryStream = RtlCloneMemoryStream
       1460  5AB 0008DF60 RtlWriteRegistryValue = RtlWriteRegistryValue
       1461  5AC 000E2430 RtlZeroHeap = RtlZeroHeap
       1462  5AD 000A9180 RtlZeroMemory = RtlZeroMemory
       1463  5AE 000D1E90 RtlZombifyActivationContext = RtlZombifyActivationContext
       1464  5AF 0006E6E0 RtlpApplyLengthFunction = RtlpApplyLengthFunction
       1465  5B0 00045DF0 RtlpCheckDynamicTimeZoneInformation = RtlpCheckDynamicTimeZoneInformation
       1466  5B1 000DCC10 RtlpCleanupRegistryKeys = RtlpCleanupRegistryKeys
       1467  5B2 000D89A0 RtlpConvertAbsoluteToRelativeSecurityAttribute = RtlpConvertAbsoluteToRelativeSecurityAttribute
       1468  5B3 000DD080 RtlpConvertCultureNamesToLCIDs = RtlpConvertCultureNamesToLCIDs
       1469  5B4 000DD2A0 RtlpConvertLCIDsToCultureNames = RtlpConvertLCIDsToCultureNames
       1470  5B5 000D8D00 RtlpConvertRelativeToAbsoluteSecurityAttribute = RtlpConvertRelativeToAbsoluteSecurityAttribute
       1471  5B6 0003B550 RtlpCreateProcessRegistryInfo = RtlpCreateProcessRegistryInfo
       1472  5B7 00075180 RtlpEnsureBufferSize = RtlpEnsureBufferSize
       1473  5B8 000A91A1 RtlpExecuteUmsThread = RtlpExecuteUmsThread
       1474  5B9 00146218 RtlpFreezeTimeBias = RtlpFreezeTimeBias
       1475  5BA 000736C0 RtlpGetDeviceFamilyInfoEnum = RtlpGetDeviceFamilyInfoEnum
       1476  5BB 000806B0 RtlpGetLCIDFromLangInfoNode = RtlpGetLCIDFromLangInfoNode
       1477  5BC 0007EEC0 RtlpGetNameFromLangInfoNode = RtlpGetNameFromLangInfoNode
       1478  5BD 0003E7F0 RtlpGetSystemDefaultUILanguage = RtlpGetSystemDefaultUILanguage
       1479  5BE 000EA500 RtlpGetUserOrMachineUILanguage4NLS = RtlpGetUserOrMachineUILanguage4NLS
       1480  5BF 0003EA00 RtlpInitializeLangRegistryInfo = RtlpInitializeLangRegistryInfo
       1481  5C0 00040230 RtlpIsQualifiedLanguage = RtlpIsQualifiedLanguage
       1482  5C1 000046C0 RtlpLoadMachineUIByPolicy = RtlpLoadMachineUIByPolicy
       1483  5C2 00005040 RtlpLoadUserUIByPolicy = RtlpLoadUserUIByPolicy
       1484  5C3 000014A0 RtlpMergeSecurityAttributeInformation = RtlpMergeSecurityAttributeInformation
       1485  5C4 00082F90 RtlpMuiFreeLangRegistryInfo = RtlpMuiFreeLangRegistryInfo
       1486  5C5 000EAF00 RtlpMuiRegCreateRegistryInfo = RtlpMuiRegCreateRegistryInfo
       1487  5C6 0003D2F0 RtlpMuiRegFreeRegistryInfo = RtlpMuiRegFreeRegistryInfo
       1488  5C7 0003D200 RtlpMuiRegLoadRegistryInfo = RtlpMuiRegLoadRegistryInfo
       1489  5C8 000CBBE0 RtlpNotOwnerCriticalSection = RtlpNotOwnerCriticalSection
       1490  5C9 0008E070 RtlpNtCreateKey = RtlpNtCreateKey
       1491  5CA 0007E360 RtlpNtEnumerateSubKey = RtlpNtEnumerateSubKey
       1492  5CB 000EDEA0 RtlpNtMakeTemporaryKey = RtlpNtMakeTemporaryKey
       1493  5CC 0007E900 RtlpNtOpenKey = RtlpNtOpenKey
       1494  5CD 0007D4C0 RtlpNtQueryValueKey = RtlpNtQueryValueKey
       1495  5CE 0008E040 RtlpNtSetValueKey = RtlpNtSetValueKey
       1496  5CF 00039840 RtlpQueryDefaultUILanguage = RtlpQueryDefaultUILanguage
       1497  5D0 000CD4D0 RtlpQueryProcessDebugInformationFromWow64 = RtlpQueryProcessDebugInformationFromWow64
       1498  5D1 000EC330 RtlpRefreshCachedUILanguage = RtlpRefreshCachedUILanguage
       1499  5D2 000DDD30 RtlpSetInstallLanguage = RtlpSetInstallLanguage
       1500  5D3 000DE470 RtlpSetPreferredUILanguages = RtlpSetPreferredUILanguages
       1501  5D4 000DE470 RtlpSetUserPreferredUILanguages = RtlpSetPreferredUILanguages
       1502  5D5 000A951F RtlpUmsExecuteYieldThreadEnd = RtlpUmsExecuteYieldThreadEnd
       1503  5D6 000A9417 RtlpUmsThreadYield = RtlpUmsThreadYield
       1504  5D7 0002FE80 RtlpUnWaitCriticalSection = RtlpUnWaitCriticalSection
       1505  5D8 00088CA0 RtlpVerifyAndCommitUILanguageSettings = RtlpVerifyAndCommitUILanguageSettings
       1506  5D9 00081800 RtlpWaitForCriticalSection = LdrQueryModuleInfoLocalLoaderLock32
       1507  5DA 00082E40 RtlxAnsiStringToUnicodeSize = RtlxAnsiStringToUnicodeSize
       1508  5DB 00082E40 RtlxOemStringToUnicodeSize = RtlxAnsiStringToUnicodeSize
       1509  5DC 0007B3A0 RtlxUnicodeStringToAnsiSize = RtlxUnicodeStringToAnsiSize
       1510  5DD 0007B3A0 RtlxUnicodeStringToOemSize = RtlxUnicodeStringToAnsiSize
       1511  5DE 000F5480 SbExecuteProcedure = SbExecuteProcedure
       1512  5DF 0000ECD0 SbSelectProcedure = SbSelectProcedure
       1513  5E0 0008BE90 ShipAssert = ShipAssert
       1514  5E1 000D1080 ShipAssertGetBufferInfo = ShipAssertGetBufferInfo
       1515  5E2 000D10B0 ShipAssertMsgA = ShipAssertMsgA
       1516  5E3 000D10B0 ShipAssertMsgW = ShipAssertMsgA
       1517  5E4 0006BAE0 TpAllocAlpcCompletion = TpAllocAlpcCompletion
       1518  5E5 0006BC40 TpAllocAlpcCompletionEx = TpAllocAlpcCompletionEx
       1519  5E6 0007F550 TpAllocCleanupGroup = TpAllocCleanupGroup
       1520  5E7 00077520 TpAllocIoCompletion = TpAllocIoCompletion
       1521  5E8 00081380 TpAllocJobNotification = TpAllocJobNotification
       1522  5E9 00004B10 TpAllocPool = TpAllocPool
       1523  5EA 0000A550 TpAllocTimer = TpAllocTimer
       1524  5EB 00009530 TpAllocWait = TpAllocWait
       1525  5EC 0000CAC0 TpAllocWork = TpAllocWork
       1526  5ED 0006B970 TpAlpcRegisterCompletionList = TpAlpcRegisterCompletionList
       1527  5EE 0006B930 TpAlpcUnregisterCompletionList = TpAlpcUnregisterCompletionList
       1528  5EF 000F4C70 TpCallbackDetectedUnrecoverableError = TpCallbackDetectedUnrecoverableError
       1529  5F0 0006B7D0 TpCallbackIndependent = TpCallbackIndependent
       1530  5F1 00085470 TpCallbackLeaveCriticalSectionOnCompletion = TpCallbackLeaveCriticalSectionOnCompletion
       1531  5F2 00072560 TpCallbackMayRunLong = TpCallbackMayRunLong
       1532  5F3 000F4CA0 TpCallbackReleaseMutexOnCompletion = TpCallbackReleaseMutexOnCompletion
       1533  5F4 000F4CE0 TpCallbackReleaseSemaphoreOnCompletion = TpCallbackReleaseSemaphoreOnCompletion
       1534  5F5 0006EF10 TpCallbackSendAlpcMessageOnCompletion = TpCallbackSendAlpcMessageOnCompletion
       1535  5F6 0007BF00 TpCallbackSendPendingAlpcMessage = TpCallbackSendPendingAlpcMessage
       1536  5F7 00084430 TpCallbackSetEventOnCompletion = TpCallbackSetEventOnCompletion
       1537  5F8 0007FF20 TpCallbackUnloadDllOnCompletion = TpCallbackUnloadDllOnCompletion
       1538  5F9 0007C0D0 TpCancelAsyncIoOperation = TpCancelAsyncIoOperation
       1539  5FA 0007B150 TpCaptureCaller = TpCaptureCaller
       1540  5FB 0005C380 TpCheckTerminateWorker = TpCheckTerminateWorker
       1541  5FC 000F4D20 TpDbgDumpHeapUsage = TpDbgDumpHeapUsage
       1542  5FD 00081800 TpDbgSetLogRoutine = LdrQueryModuleInfoLocalLoaderLock32
       1543  5FE 000840B0 TpDisablePoolCallbackChecks = TpDisablePoolCallbackChecks
       1544  5FF 000819B0 TpDisassociateCallback = TpDisassociateCallback
       1545  600 0000AE00 TpIsTimerSet = TpIsTimerSet
       1546  601 0002E420 TpPostWork = TpPostWork
       1547  602 000F4910 TpQueryPoolStackInformation = TpQueryPoolStackInformation
       1548  603 0006BB10 TpReleaseAlpcCompletion = TpReleaseAlpcCompletion
       1549  604 00081F30 TpReleaseCleanupGroup = TpReleaseCleanupGroup
       1550  605 00003EF0 TpReleaseCleanupGroupMembers = TpReleaseCleanupGroupMembers
       1551  606 00078F70 TpReleaseIoCompletion = TpReleaseIoCompletion
       1552  607 00081220 TpReleaseJobNotification = TpReleaseJobNotification
       1553  608 0007F1E0 TpReleasePool = TpReleasePool
       1554  609 0000A3F0 TpReleaseTimer = TpReleaseTimer
       1555  60A 000077E0 TpReleaseWait = TpReleaseWait
       1556  60B 0000A7B0 TpReleaseWork = TpReleaseWork
       1557  60C 000F4980 TpSetDefaultPoolMaxThreads = TpSetDefaultPoolMaxThreads
       1558  60D 00081040 TpSetDefaultPoolStackInformation = TpSetDefaultPoolStackInformation
       1559  60E 00004A40 TpSetPoolMaxThreads = TpSetPoolMaxThreads
       1560  60F 0007F620 TpSetPoolMaxThreadsSoftLimit = TpSetPoolMaxThreadsSoftLimit
       1561  610 000836F0 TpSetPoolMinThreads = TpSetPoolMinThreads
       1562  611 00081160 TpSetPoolStackInformation = TpSetPoolStackInformation
       1563  612 000848D0 TpSetPoolThreadBasePriority = TpSetPoolThreadBasePriority
       1564  613 00004AB0 TpSetPoolWorkerThreadIdleTimeout = TpSetPoolWorkerThreadIdleTimeout
       1565  614 0000AE40 TpSetTimer = TpSetTimer
       1566  615 0000AE50 TpSetTimerEx = TpSetTimerEx
       1567  616 00009120 TpSetWait = TpSetWait
       1568  617 0000A890 TpSetWaitEx = TpSetWaitEx
       1569  618 000773E0 TpSimpleTryPost = TpSimpleTryPost
       1570  619 0000AA80 TpStartAsyncIoOperation = TpStartAsyncIoOperation
       1571  61A 00008030 TpTimerOutstandingCallbackCount = TpTimerOutstandingCallbackCount
       1572  61B 00067A60 TpTrimPools = TpTrimPools
       1573  61C 0006BA70 TpWaitForAlpcCompletion = TpWaitForAlpcCompletion
       1574  61D 000832B0 TpWaitForIoCompletion = TpWaitForIoCompletion
       1575  61E 000811E0 TpWaitForJobNotification = TpWaitForJobNotification
       1576  61F 0000A650 TpWaitForTimer = TpWaitForTimer
       1577  620 00004B60 TpWaitForWait = TpWaitForWait
       1578  621 00006ED0 TpWaitForWork = TpWaitForWork
       1579  622 00079090 VerSetConditionMask = VerSetConditionMask
       1580  623 0008BF90 WerReportSQMEvent = WerReportSQMEvent
       1581  624 00081800 WinSqmAddToAverageDWORD = LdrQueryModuleInfoLocalLoaderLock32
       1582  625 00081800 WinSqmAddToStream = LdrQueryModuleInfoLocalLoaderLock32
       1583  626 00081800 WinSqmAddToStreamEx = LdrQueryModuleInfoLocalLoaderLock32
       1584  627 000820F0 WinSqmCheckEscalationAddToStreamEx = CsrIdentifyAlertableThread
       1585  628 000820F0 WinSqmCheckEscalationSetDWORD = CsrIdentifyAlertableThread
       1586  629 000820F0 WinSqmCheckEscalationSetDWORD64 = CsrIdentifyAlertableThread
       1587  62A 000820F0 WinSqmCheckEscalationSetString = CsrIdentifyAlertableThread
       1588  62B 00074160 WinSqmCommonDatapointDelete = SwitchedRtlGetVersion_Win8
       1589  62C 00074160 WinSqmCommonDatapointSetDWORD = SwitchedRtlGetVersion_Win8
       1590  62D 00074160 WinSqmCommonDatapointSetDWORD64 = SwitchedRtlGetVersion_Win8
       1591  62E 00074160 WinSqmCommonDatapointSetStreamEx = SwitchedRtlGetVersion_Win8
       1592  62F 00074160 WinSqmCommonDatapointSetString = SwitchedRtlGetVersion_Win8
       1593  630 00081800 WinSqmEndSession = LdrQueryModuleInfoLocalLoaderLock32
       1594  631 000820F0 WinSqmEventEnabled = CsrIdentifyAlertableThread
       1595  632 000820F0 WinSqmEventWrite = CsrIdentifyAlertableThread
       1596  633 000820F0 WinSqmGetEscalationRuleStatus = CsrIdentifyAlertableThread
       1597  634 000D1310 WinSqmGetInstrumentationProperty = WinSqmGetInstrumentationProperty
       1598  635 00081800 WinSqmIncrementDWORD = LdrQueryModuleInfoLocalLoaderLock32
       1599  636 000820F0 WinSqmIsOptedIn = CsrIdentifyAlertableThread
       1600  637 000820F0 WinSqmIsOptedInEx = CsrIdentifyAlertableThread
       1601  638 00074160 WinSqmIsSessionDisabled = SwitchedRtlGetVersion_Win8
       1602  639 00081800 WinSqmSetDWORD = LdrQueryModuleInfoLocalLoaderLock32
       1603  63A 00081800 WinSqmSetDWORD64 = LdrQueryModuleInfoLocalLoaderLock32
       1604  63B 00074160 WinSqmSetEscalationInfo = SwitchedRtlGetVersion_Win8
       1605  63C 00081800 WinSqmSetIfMaxDWORD = LdrQueryModuleInfoLocalLoaderLock32
       1606  63D 00081800 WinSqmSetIfMinDWORD = LdrQueryModuleInfoLocalLoaderLock32
       1607  63E 00081800 WinSqmSetString = LdrQueryModuleInfoLocalLoaderLock32
       1608  63F 00085FE0 WinSqmStartSession = WinSqmStartSession
       1609  640 00085FE0 WinSqmStartSessionForPartner = WinSqmStartSession
       1610  641 000820F0 WinSqmStartSqmOptinListener = CsrIdentifyAlertableThread
       1611  642 000A4E10 ZwAcceptConnectPort = NtAcceptConnectPort
       1612  643 000A4DD0 ZwAccessCheck = NtAccessCheck
       1613  644 000A52F0 ZwAccessCheckAndAuditAlarm = NtAccessCheckAndAuditAlarm
       1614  645 000A5A20 ZwAccessCheckByType = NtAccessCheckByType
       1615  646 000A58F0 ZwAccessCheckByTypeAndAuditAlarm = NtAccessCheckByTypeAndAuditAlarm
       1616  647 000A5A40 ZwAccessCheckByTypeResultList = NtAccessCheckByTypeResultList
       1617  648 000A5A60 ZwAccessCheckByTypeResultListAndAuditAlarm = NtAccessCheckByTypeResultListAndAuditAlarm
       1618  649 000A5A80 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle = NtAccessCheckByTypeResultListAndAuditAlarmByHandle
       1619  64A 000A56B0 ZwAddAtom = NtAddAtom
       1620  64B 000A5AA0 ZwAddAtomEx = NtAddAtomEx
       1621  64C 000A5AC0 ZwAddBootEntry = NtAddBootEntry
       1622  64D 000A5AE0 ZwAddDriverEntry = NtAddDriverEntry
       1623  64E 000A5B00 ZwAdjustGroupsToken = NtAdjustGroupsToken
       1624  64F 000A55F0 ZwAdjustPrivilegesToken = NtAdjustPrivilegesToken
       1625  650 000A5B20 ZwAdjustTokenClaimsAndDeviceGroups = NtAdjustTokenClaimsAndDeviceGroups
       1626  651 000A5B40 ZwAlertResumeThread = NtAlertResumeThread
       1627  652 000A5B60 ZwAlertThread = NtAlertThread
       1628  653 000A5B80 ZwAlertThreadByThreadId = NtAlertThreadByThreadId
       1629  654 000A5BA0 ZwAllocateLocallyUniqueId = NtAllocateLocallyUniqueId
       1630  655 000A5BC0 ZwAllocateReserveObject = NtAllocateReserveObject
       1631  656 000A5BE0 ZwAllocateUserPhysicalPages = NtAllocateUserPhysicalPages
       1632  657 000A5C00 ZwAllocateUuids = NtAllocateUuids
       1633  658 000A50D0 ZwAllocateVirtualMemory = NtAllocateVirtualMemory
       1634  659 000A5C20 ZwAlpcAcceptConnectPort = NtAlpcAcceptConnectPort
       1635  65A 000A5C40 ZwAlpcCancelMessage = NtAlpcCancelMessage
       1636  65B 000A5C60 ZwAlpcConnectPort = NtAlpcConnectPort
       1637  65C 000A5C80 ZwAlpcConnectPortEx = NtAlpcConnectPortEx
       1638  65D 000A5CA0 ZwAlpcCreatePort = NtAlpcCreatePort
       1639  65E 000A5CC0 ZwAlpcCreatePortSection = NtAlpcCreatePortSection
       1640  65F 000A5CE0 ZwAlpcCreateResourceReserve = NtAlpcCreateResourceReserve
       1641  660 000A5D00 ZwAlpcCreateSectionView = NtAlpcCreateSectionView
       1642  661 000A5D20 ZwAlpcCreateSecurityContext = NtAlpcCreateSecurityContext
       1643  662 000A5D40 ZwAlpcDeletePortSection = NtAlpcDeletePortSection
       1644  663 000A5D60 ZwAlpcDeleteResourceReserve = NtAlpcDeleteResourceReserve
       1645  664 000A5D80 ZwAlpcDeleteSectionView = NtAlpcDeleteSectionView
       1646  665 000A5DA0 ZwAlpcDeleteSecurityContext = NtAlpcDeleteSecurityContext
       1647  666 000A5DC0 ZwAlpcDisconnectPort = NtAlpcDisconnectPort
       1648  667 000A5DE0 ZwAlpcImpersonateClientContainerOfPort = NtAlpcImpersonateClientContainerOfPort
       1649  668 000A5E00 ZwAlpcImpersonateClientOfPort = NtAlpcImpersonateClientOfPort
       1650  669 000A5E20 ZwAlpcOpenSenderProcess = NtAlpcOpenSenderProcess
       1651  66A 000A5E40 ZwAlpcOpenSenderThread = NtAlpcOpenSenderThread
       1652  66B 000A5E60 ZwAlpcQueryInformation = NtAlpcQueryInformation
       1653  66C 000A5E80 ZwAlpcQueryInformationMessage = NtAlpcQueryInformationMessage
       1654  66D 000A5EA0 ZwAlpcRevokeSecurityContext = NtAlpcRevokeSecurityContext
       1655  66E 000A5EC0 ZwAlpcSendWaitReceivePort = NtAlpcSendWaitReceivePort
       1656  66F 000A5EE0 ZwAlpcSetInformation = NtAlpcSetInformation
       1657  670 000A5750 ZwApphelpCacheControl = NtApphelpCacheControl
       1658  671 000A5F00 ZwAreMappedFilesTheSame = NtAreMappedFilesTheSame
       1659  672 000A5F20 ZwAssignProcessToJobObject = NtAssignProcessToJobObject
       1660  673 000A5F40 ZwAssociateWaitCompletionPacket = NtAssociateWaitCompletionPacket
       1661  674 000A4E70 ZwCallbackReturn = NtCallbackReturn
       1662  675 000A5960 ZwCancelIoFile = NtCancelIoFile
       1663  676 000A5F60 ZwCancelIoFileEx = NtCancelIoFileEx
       1664  677 000A5F80 ZwCancelSynchronousIoFile = NtCancelSynchronousIoFile
       1665  678 000A59E0 ZwCancelTimer = NtCancelTimer
       1666  679 000A5FA0 ZwCancelTimer2 = NtCancelTimer2
       1667  67A 000A5FC0 ZwCancelWaitCompletionPacket = NtCancelWaitCompletionPacket
       1668  67B 000A5590 ZwClearEvent = NtClearEvent
       1669  67C 000A4FB0 ZwClose = NtClose
       1670  67D 000A5530 ZwCloseObjectAuditAlarm = NtCloseObjectAuditAlarm
       1671  67E 000A5FE0 ZwCommitComplete = NtCommitComplete
       1672  67F 000A6000 ZwCommitEnlistment = NtCommitEnlistment
       1673  680 000A6020 ZwCommitTransaction = NtCommitTransaction
       1674  681 000A6040 ZwCompactKeys = NtCompactKeys
       1675  682 000A6060 ZwCompareObjects = NtCompareObjects
       1676  683 000A6080 ZwCompareTokens = NtCompareTokens
       1677  684 000A60A0 ZwCompleteConnectPort = NtCompleteConnectPort
       1678  685 000A60C0 ZwCompressKey = NtCompressKey
       1679  686 000A60E0 ZwConnectPort = NtConnectPort
       1680  687 000A5630 ZwContinue = NtContinue
       1681  688 000A6100 ZwCreateDebugObject = NtCreateDebugObject
       1682  689 000A6120 ZwCreateDirectoryObject = NtCreateDirectoryObject
       1683  68A 000A6140 ZwCreateDirectoryObjectEx = NtCreateDirectoryObjectEx
       1684  68B 000A6160 ZwCreateEnclave = NtCreateEnclave
       1685  68C 000A6180 ZwCreateEnlistment = NtCreateEnlistment
       1686  68D 000A56D0 ZwCreateEvent = NtCreateEvent
       1687  68E 000A61A0 ZwCreateEventPair = NtCreateEventPair
       1688  68F 000A5870 ZwCreateFile = NtCreateFile
       1689  690 000A61C0 ZwCreateIRTimer = NtCreateIRTimer
       1690  691 000A61E0 ZwCreateIoCompletion = NtCreateIoCompletion
       1691  692 000A6200 ZwCreateJobObject = NtCreateJobObject
       1692  693 000A6220 ZwCreateJobSet = NtCreateJobSet
       1693  694 000A5170 ZwCreateKey = NtCreateKey
       1694  695 000A6240 ZwCreateKeyTransacted = NtCreateKeyTransacted
       1695  696 000A6260 ZwCreateKeyedEvent = NtCreateKeyedEvent
       1696  697 000A6280 ZwCreateLowBoxToken = NtCreateLowBoxToken
       1697  698 000A62A0 ZwCreateMailslotFile = NtCreateMailslotFile
       1698  699 000A62C0 ZwCreateMutant = NtCreateMutant
       1699  69A 000A62E0 ZwCreateNamedPipeFile = NtCreateNamedPipeFile
       1700  69B 000A6300 ZwCreatePagingFile = NtCreatePagingFile
       1701  69C 000A6320 ZwCreatePartition = NtCreatePartition
       1702  69D 000A6340 ZwCreatePort = NtCreatePort
       1703  69E 000A6360 ZwCreatePrivateNamespace = NtCreatePrivateNamespace
       1704  69F 000A6380 ZwCreateProcess = NtCreateProcess
       1705  6A0 000A5770 ZwCreateProcessEx = NtCreateProcessEx
       1706  6A1 000A63A0 ZwCreateProfile = NtCreateProfile
       1707  6A2 000A63C0 ZwCreateProfileEx = NtCreateProfileEx
       1708  6A3 000A63E0 ZwCreateResourceManager = NtCreateResourceManager
       1709  6A4 000A5710 ZwCreateSection = NtCreateSection
       1710  6A5 000A6400 ZwCreateSemaphore = NtCreateSemaphore
       1711  6A6 000A6420 ZwCreateSymbolicLinkObject = NtCreateSymbolicLinkObject
       1712  6A7 000A5790 ZwCreateThread = NtCreateThread
       1713  6A8 000A6440 ZwCreateThreadEx = NtCreateThreadEx
       1714  6A9 000A6460 ZwCreateTimer = NtCreateTimer
       1715  6AA 000A6480 ZwCreateTimer2 = NtCreateTimer2
       1716  6AB 000A64A0 ZwCreateToken = NtCreateToken
       1717  6AC 000A64C0 ZwCreateTokenEx = NtCreateTokenEx
       1718  6AD 000A64E0 ZwCreateTransaction = NtCreateTransaction
       1719  6AE 000A6500 ZwCreateTransactionManager = NtCreateTransactionManager
       1720  6AF 000A6520 ZwCreateUserProcess = NtCreateUserProcess
       1721  6B0 000A6540 ZwCreateWaitCompletionPacket = NtCreateWaitCompletionPacket
       1722  6B1 000A6560 ZwCreateWaitablePort = NtCreateWaitablePort
       1723  6B2 000A6580 ZwCreateWnfStateName = NtCreateWnfStateName
       1724  6B3 000A65A0 ZwCreateWorkerFactory = NtCreateWorkerFactory
       1725  6B4 000A65C0 ZwDebugActiveProcess = NtDebugActiveProcess
       1726  6B5 000A65E0 ZwDebugContinue = NtDebugContinue
       1727  6B6 000A5450 ZwDelayExecution = NtDelayExecution
       1728  6B7 000A6600 ZwDeleteAtom = NtDeleteAtom
       1729  6B8 000A6620 ZwDeleteBootEntry = NtDeleteBootEntry
       1730  6B9 000A6640 ZwDeleteDriverEntry = NtDeleteDriverEntry
       1731  6BA 000A6660 ZwDeleteFile = NtDeleteFile
       1732  6BB 000A6680 ZwDeleteKey = NtDeleteKey
       1733  6BC 000A66A0 ZwDeleteObjectAuditAlarm = NtDeleteObjectAuditAlarm
       1734  6BD 000A66C0 ZwDeletePrivateNamespace = NtDeletePrivateNamespace
       1735  6BE 000A66E0 ZwDeleteValueKey = NtDeleteValueKey
       1736  6BF 000A6700 ZwDeleteWnfStateData = NtDeleteWnfStateData
       1737  6C0 000A6720 ZwDeleteWnfStateName = NtDeleteWnfStateName
       1738  6C1 000A4EB0 ZwDeviceIoControlFile = NtDeviceIoControlFile
       1739  6C2 000A6740 ZwDisableLastKnownGood = NtDisableLastKnownGood
       1740  6C3 000A6760 ZwDisplayString = NtDisplayString
       1741  6C4 000A6780 ZwDrawText = NtDrawText
       1742  6C5 000A5550 ZwDuplicateObject = NtDuplicateObject
       1743  6C6 000A5610 ZwDuplicateToken = NtDuplicateToken
       1744  6C7 000A67A0 ZwEnableLastKnownGood = NtEnableLastKnownGood
       1745  6C8 000A67C0 ZwEnumerateBootEntries = NtEnumerateBootEntries
       1746  6C9 000A67E0 ZwEnumerateDriverEntries = NtEnumerateDriverEntries
       1747  6CA 000A5410 ZwEnumerateKey = NtEnumerateKey
       1748  6CB 000A6800 ZwEnumerateSystemEnvironmentValuesEx = NtEnumerateSystemEnvironmentValuesEx
       1749  6CC 000A6820 ZwEnumerateTransactionObject = NtEnumerateTransactionObject
       1750  6CD 000A5030 ZwEnumerateValueKey = NtEnumerateValueKey
       1751  6CE 000A6840 ZwExtendSection = NtExtendSection
       1752  6CF 000A6860 ZwFilterBootOption = NtFilterBootOption
       1753  6D0 000A6880 ZwFilterToken = NtFilterToken
       1754  6D1 000A68A0 ZwFilterTokenEx = NtFilterTokenEx
       1755  6D2 000A5050 ZwFindAtom = NtFindAtom
       1756  6D3 000A5730 ZwFlushBuffersFile = NtFlushBuffersFile
       1757  6D4 000A68C0 ZwFlushBuffersFileEx = NtFlushBuffersFileEx
       1758  6D5 000A68E0 ZwFlushInstallUILanguage = NtFlushInstallUILanguage
       1759  6D6 000A6900 ZwFlushInstructionCache = NtFlushInstructionCache
       1760  6D7 000A6920 ZwFlushKey = NtFlushKey
       1761  6D8 000A6940 ZwFlushProcessWriteBuffers = NtFlushProcessWriteBuffers
       1762  6D9 000A6960 ZwFlushVirtualMemory = NtFlushVirtualMemory
       1763  6DA 000A6980 ZwFlushWriteBuffer = NtFlushWriteBuffer
       1764  6DB 000A69A0 ZwFreeUserPhysicalPages = NtFreeUserPhysicalPages
       1765  6DC 000A5190 ZwFreeVirtualMemory = NtFreeVirtualMemory
       1766  6DD 000A69C0 ZwFreezeRegistry = NtFreezeRegistry
       1767  6DE 000A69E0 ZwFreezeTransactions = NtFreezeTransactions
       1768  6DF 000A54F0 ZwFsControlFile = NtFsControlFile
       1769  6E0 000A6A00 ZwGetCachedSigningLevel = NtGetCachedSigningLevel
       1770  6E1 000A6A20 ZwGetCompleteWnfStateSubscription = NtGetCompleteWnfStateSubscription
       1771  6E2 000A6A40 ZwGetContextThread = NtGetContextThread
       1772  6E3 000A6A60 ZwGetCurrentProcessorNumber = NtGetCurrentProcessorNumber
       1773  6E4 000A6A80 ZwGetCurrentProcessorNumberEx = NtGetCurrentProcessorNumberEx
       1774  6E5 000A6AA0 ZwGetDevicePowerState = NtGetDevicePowerState
       1775  6E6 000A6AC0 ZwGetMUIRegistryInfo = NtGetMUIRegistryInfo
